"song_id","track_name","track_artist","track_popularity","track_album_name","release_day","release_month","release_year","playlist_name","playlist_genre","playlist_sub_genre","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms"
"7stov05i0qtyn4slouvlc4_7stov05i0qtyn4slouvlc4_7stov05i0qtyn4slouvlc4","multiplica","meno tody","59","multiplica",9,12,"2019","trapperz brasil","rap","trap","0.767","0.551","10","-6.541","0","0.0829","0.0392","0","0.118","0.196","83.037","190843"
"2jsusuf3coqykgybou7sqy_2jsusuf3coqykgybou7sqy_2jsusuf3coqykgybou7sqy","tango","jovem dex","64","tango",14,8,"2019","trapperz brasil","rap","trap","0.72","0.685","4","-5.708","0","0.137","0.0487","0","0.148","0.25","127.122","244739"
"0jm7qnigp9a1jijognpun0_0jm7qnigp9a1jijognpun0_0jm7qnigp9a1jijognpun0","dababy","dfideliz","57","dababy",8,11,"2019","trapperz brasil","rap","trap","0.901","0.795","8","-4.197","1","0.261","0.0368","0","0.0933","0.825","149.98","105621"
"2weni6rxgtowaask5a6kok_2weni6rxgtowaask5a6kok_2weni6rxgtowaask5a6kok","flutuo","leozin","61","flutuo",18,10,"2019","trapperz brasil","rap","trap","0.731","0.554","1","-5.804","0","0.154","0.626","0","0.134","0.302","75.987","205263"
"0lficykyr1kvnzyzxgn0rb_0lficykyr1kvnzyzxgn0rb_0lficykyr1kvnzyzxgn0rb","brisadao na dela","xang","58","brisadao na dela",15,8,"2019","trapperz brasil","rap","trap","0.835","0.523","0","-5.612","1","0.0507","0.495","0","0.118","0.257","115.055","144072"
"6ek68flop1xqqtbwohsdne_6ek68flop1xqqtbwohsdne_6ek68flop1xqqtbwohsdne","sessao do descarrego","filipe ret","67","sessao do descarrego",12,6,"2019","trapperz brasil","rap","trap","0.778","0.681","0","-7.148","0","0.245","0.247","0","0.111","0.142","121.047","235307"
"7mtgqwe1xbh3a9bgvainvb_7mtgqwe1xbh3a9bgvainvb_7mtgqwe1xbh3a9bgvainvb","baby hair","recayd mob","60","baby hair",22,11,"2019","trapperz brasil","rap","trap","0.824","0.846","5","-4.81","0","0.0813","0.492","8.39e-06","0.128","0.752","132.948","221502"
"62vwxxitnukiacabwwxyhm_62vwxxitnukiacabwwxyhm_62vwxxitnukiacabwwxyhm","jovem tralha","felp 22","59","jovem tralha",5,9,"2019","trapperz brasil","rap","trap","0.736","0.699","10","-4.216","0","0.0399","0.0924","0","0.124","0.416","135.924","202059"
"3cgzi8dmuftjhk6wl2gkc1_3cgzi8dmuftjhk6wl2gkc1_3cgzi8dmuftjhk6wl2gkc1","um pedido","hungria hip hop","72","um pedido",7,6,"2019","trapperz brasil","rap","trap","0.813","0.57","1","-7.709","1","0.139","0.39","0","0.0987","0.215","139.996","203546"
"5g3nkzf1gqs7dqny4miliy_5g3nkzf1gqs7dqny4miliy_5g3nkzf1gqs7dqny4miliy","olha pro oclin","sidoka","67","doka language",11,7,"2019","trapperz brasil","rap","trap","0.901","0.484","5","-11.169","0","0.117","0.0367","7.99847785655875","0.198","0.766","130.02","221490"
"12x8bhnvb1w4uk3vehoxqa_12x8bhnvb1w4uk3vehoxqa_12x8bhnvb1w4uk3vehoxqa","facil","krawk","55","facil",16,8,"2019","trapperz brasil","rap","trap","0.877","0.42","7","-8.239","0","0.175","0.278","0","0.163","0.292","135.017","124444"
"0uv71i1waqbyrjzt86fctu_0uv71i1waqbyrjzt86fctu_0uv71i1waqbyrjzt86fctu","tipo uma glock","jovem dex","61","tipo uma glock",10,9,"2019","trapperz brasil","rap","trap","0.875","0.559","1","-8.9","0","0.281","0.00592","0","0.161","0.456","140.02","125156"
"6nc3d5wrttzkzo29kzrr5r_6nc3d5wrttzkzo29kzrr5r_6nc3d5wrttzkzo29kzrr5r","balao","orochi","45","balao",25,3,"2019","trapperz brasil","rap","trap","0.534","0.571","0","-6.19","0","0.162","0.168","0","0.181","0.209","116.654","253333"
"5umri6s3ypzj6xjs6h8ovx_5umri6s3ypzj6xjs6h8ovx_5umri6s3ypzj6xjs6h8ovx","pipe","mc igu","56","pipe",15,11,"2019","trapperz brasil","rap","trap","0.97","0.178","2","-16.098","0","0.304","0.0953","4.12e-05","0.107","0.451","125.017","199715"
"2wvhk2p0nqois9eerv7j80_2wvhk2p0nqois9eerv7j80_2wvhk2p0nqois9eerv7j80","novo drip","recayd mob","55","novo drip",19,7,"2019","trapperz brasil","rap","trap","0.945","0.252","8","-11.641","1","0.258","0.0036","0","0.101","0.0791","130.031","294245"
"7jl65cmmrserp2qndhifoc_7jl65cmmrserp2qndhifoc_7jl65cmmrserp2qndhifoc","petalaz","sidoka","61","petalaz",27,8,"2019","trapperz brasil","rap","trap","0.844","0.62","6","-7.424","0","0.232","0.199","0","0.116","0.497","133.958","194342"
"29uavgpcpdfup1w4p1bxyv_29uavgpcpdfup1w4p1bxyv_29uavgpcpdfup1w4p1bxyv","cabelinho disfarcado","bonde r300","51","cabelinho disfarcado",14,4,"2019","trapperz brasil","rap","trap","0.905","0.598","8","-3.247","0","0.264","0.349","0","0.108","0.393","132.086","167352"
"3hczq8c7pccpfa9qe95itg_3hczq8c7pccpfa9qe95itg_3hczq8c7pccpfa9qe95itg","tipo gta","mc caverinha","62","tipo gta",18,5,"2019","trapperz brasil","rap","trap","0.828","0.412","10","-12.16","0","0.0835","0.213","0.749","0.0883","0.459","130.034","221571"
"7mpqnyax02uieqcrsc4sgc_7mpqnyax02uieqcrsc4sgc_7mpqnyax02uieqcrsc4sgc","banco","matue","70","banco",16,1,"2019","trapperz brasil","rap","trap","0.662","0.715","1","-6.593","1","0.153","0.123","1.41e-06","0.0916","0.28","165.879","254734"
"3ab0wf9nh9ldanofrckhkb_3ab0wf9nh9ldanofrckhkb_3ab0wf9nh9ldanofrckhkb","sucesso na vida","choice","50","sucesso na vida",19,6,"2019","trapperz brasil","rap","trap","0.715","0.567","10","-7.537","0","0.132","0.264","0","0.0902","0.507","131.95","218182"
"6tlho63z3wqhkw6adveewz_6tlho63z3wqhkw6adveewz_6tlho63z3wqhkw6adveewz","plaqtudum","recayd mob","67","plaqtudum",19,9,"2018","trapperz brasil","rap","trap","0.89","0.74","1","-6.367","1","0.0681","0.271","1.06e-05","0.118","0.0683","122.023","175441"
"4rjyguzds4e11hafjmavoy_4rjyguzds4e11hafjmavoy_4rjyguzds4e11hafjmavoy","nicole bahls","mc igu","59","nicole bahls",31,12,"2018","trapperz brasil","rap","trap","0.85","0.718","1","-6.846","1","0.318","0.113","0","0.283","0.712","130.053","236415"
"3holhweyzyyd8qstzji63i_3holhweyzyyd8qstzji63i_3holhweyzyyd8qstzji63i","sommelier","sidoka","62","sommelier",20,3,"2019","trapperz brasil","rap","trap","0.777","0.739","10","-5.746","0","0.168","0.428","0","0.103","0.681","134.918","174298"
"5kuuophzlzjl8b7hxkxrsm_5kuuophzlzjl8b7hxkxrsm_5kuuophzlzjl8b7hxkxrsm","luxuria","xama","70","pecado capital",24,5,"2018","trapperz brasil","rap","trap","0.737","0.564","7","-8.293","1","0.316","0.301","0","0.0985","0.684","140.075","185311"
"4aatzsgjzdmfwskh5dm4si_4aatzsgjzdmfwskh5dm4si_4aatzsgjzdmfwskh5dm4si","kylie jenner","derek","54","kylie jenner",5,4,"2019","trapperz brasil","rap","trap","0.869","0.666","8","-5.098","1","0.328","0.0387","2.47795789514203","0.356","0.388","140.018","121895"
"1puqbtdz6wntifoxdruxrg_1puqbtdz6wntifoxdruxrg_1puqbtdz6wntifoxdruxrg","money","jovem dex","64","money",20,2,"2019","trapperz brasil","rap","trap","0.796","0.805","7","-6.28","0","0.0328","0.0233","1.79e-06","0.0787","0.528","103.995","139050"
"5pfmgdbyyvwfwgmi03jl69_5pfmgdbyyvwfwgmi03jl69_5pfmgdbyyvwfwgmi03jl69","espanha","sidoka","60","doka language",11,7,"2019","trapperz brasil","rap","trap","0.921","0.645","7","-6.43","0","0.16","0.305","0","0.109","0.528","114.931","168152"
"6skr4ztk9twslpbxtbectm_6skr4ztk9twslpbxtbectm_6skr4ztk9twslpbxtbectm","obrigado, mae.","dfideliz","61","obrigado, mae.",15,2,"2019","trapperz brasil","rap","trap","0.772","0.554","1","-12.911","1","0.0332","0.168","0.0557","0.146","0.546","109.982","157091"
"5ttl4emrpuixvada3jrnhd_5ttl4emrpuixvada3jrnhd_5ttl4emrpuixvada3jrnhd","preto rico","dfideliz","60","preto rico",5,10,"2018","trapperz brasil","rap","trap","0.905","0.387","0","-14.539","1","0.0938","0.414","0.00522","0.115","0.212","116.988","147692"
"2ardz1gohruj2fkdw3vpvx_2ardz1gohruj2fkdw3vpvx_2ardz1gohruj2fkdw3vpvx","anos luz","matue","5","anos luz",28,11,NA,"trapperz brasil","rap","trap","0.634","0.498","6","-10.242","0","0.103","0.375","6.16704619301017","0.115","0.299","109.817","264036"
"27qrmg3zowpvmyukppdq1g_27qrmg3zowpvmyukppdq1g_27qrmg3zowpvmyukppdq1g","gan-ga - remix","bryant myers","79","gan-ga (remix)",15,11,"2019","trap land","rap","trap","0.861","0.572","6","-6.537","0","0.415","0.382","0","0.0853","0.396","90.052","193363"
"0e0bqjhecb6pjavj7wza7v_0e0bqjhecb6pjavj7wza7v_0e0bqjhecb6pjavj7wza7v","si me gano un grammy","jon z","73","si me gano un grammy",16,11,"2019","trap land","rap","trap","0.812","0.63","4","-5.789","0","0.263","0.048","0","0.11","0.459","99.739","146409"
"2f237byd0a2w0fllnvdov4_2f237byd0a2w0fllnvdov4_2f237byd0a2w0fllnvdov4","patek","ozuna","75","nibiru",29,11,"2019","trap land","rap","trap","0.839","0.554","0","-6.124","1","0.181","0.418","0","0.0923","0.727","139.952","249733"
"0d3wxkkxf8eskl5ipbnyl7_0d3wxkkxf8eskl5ipbnyl7_0d3wxkkxf8eskl5ipbnyl7","canam","farruko","64","canam",20,12,"2019","trap land","rap","trap","0.742","0.745","11","-6.296","0","0.231","0.054","9.12790397435892","0.38","0.673","151.932","222853"
"668johjxcqeukasjfren78_668johjxcqeukasjfren78_668johjxcqeukasjfren78","cereza","fuego","69","cereza",8,11,"2019","trap land","rap","trap","0.769","0.596","7","-5.931","1","0.111","0.137","0","0.127","0.143","146.028","164200"
"4yzi69elgxddaugnjjzc0j_4yzi69elgxddaugnjjzc0j_4yzi69elgxddaugnjjzc0j","subimos de rango","omy de oro","64","subimos de rango",21,8,"2019","trap land","rap","trap","0.809","0.653","6","-6.705","0","0.29","0.749","0.000253","0.106","0.73","129.798","266092"
"2vx3rtkkqck4a86pkinyw6_2vx3rtkkqck4a86pkinyw6_2vx3rtkkqck4a86pkinyw6","feka","de la ghetto","61","feka",24,10,"2019","trap land","rap","trap","0.897","0.607","11","-5.554","1","0.231","0.0385","0","0.363","0.165","139.982","251893"
"70zg99pt51vb4wlms7e4q7_70zg99pt51vb4wlms7e4q7_70zg99pt51vb4wlms7e4q7","la playa - remix","myke towers","79","la playa (remix)",3,1,"2020","trap land","rap","trap","0.775","0.633","10","-3.332","0","0.133","0.201","0","0.219","0.394","140.008","250333"
"6k7v47wfpfam2aee893rbl_6k7v47wfpfam2aee893rbl_6k7v47wfpfam2aee893rbl","suave - remix","jey blessing","70","suave (remix)",7,11,"2019","trap land","rap","trap","0.673","0.694","10","-4.01","1","0.166","0.557","0","0.118","0.78","175.912","203000"
"3wzgqsijamd9w0nrxg4xby_3wzgqsijamd9w0nrxg4xby_3wzgqsijamd9w0nrxg4xby","no me ronke (with miky woodz & jon z)","jay menez","55","no me ronke (with miky woodz & jon z)",12,12,"2019","trap land","rap","trap","0.847","0.763","10","-1.971","0","0.0478","0.167","0","0.163","0.347","119.957","206000"
"4etv43qb0obbmcxildvwso_4etv43qb0obbmcxildvwso_4etv43qb0obbmcxildvwso","memoria rota","arcangel","69","memoria rota",25,10,"2019","trap land","rap","trap","0.637","0.656","0","-6.301","1","0.0563","0.0604","0","0.469","0.582","139.964","205451"
"7fxl3e41ddq3dfcc07vogs_7fxl3e41ddq3dfcc07vogs_7fxl3e41ddq3dfcc07vogs","el final","j alvarez","46","la fama que camina, vol. 2",8,11,"2019","trap land","rap","trap","0.866","0.719","6","-4.102","0","0.176","0.382","0","0.236","0.537","128.037","220333"
"4gide2ky99yzvocsswyscz_4gide2ky99yzvocsswyscz_4gide2ky99yzvocsswyscz","dias lluviosos (with lenny tavarez)","juhn","69","dias lluviosos (with lenny tavarez)",7,12,"2019","trap land","rap","trap","0.813","0.571","2","-7.393","1","0.096","0.186","0","0.166","0.543","139.969","281653"
"4adl2wpwh8hwowt6m9fjsz_4adl2wpwh8hwowt6m9fjsz_4adl2wpwh8hwowt6m9fjsz","no le baje (como en los viejos tiempos)","miky woodz","59","no le baje (como en los viejos tiempos)",12,11,"2019","trap land","rap","trap","0.766","0.691","0","-5.33","0","0.157","0.0246","0","0.116","0.233","137.957","225933"
"7q3nthabqfi6s0wnalnivq_7q3nthabqfi6s0wnalnivq_7q3nthabqfi6s0wnalnivq","velitas","darell","80","velitas",12,7,"2019","trap land","rap","trap","0.819","0.596","2","-7.009","1","0.318","0.225","1.19e-06","0.138","0.622","165.951","225542"
"5kfx45l84kmbinwlh6teil_5kfx45l84kmbinwlh6teil_5kfx45l84kmbinwlh6teil","demasiado tarde","micro tdh","74","demasiado tarde",11,11,"2019","trap land","rap","trap","0.823","0.556","6","-7.141","1","0.0889","0.6","0.000694","0.3","0.557","129.985","271548"
"3ahc30o4eqosfq6uhhkr0g_3ahc30o4eqosfq6uhhkr0g_3ahc30o4eqosfq6uhhkr0g","lalu","omy de oro","53","lalu",21,11,"2019","trap land","rap","trap","0.802","0.548","0","-8.798","1","0.111","0.12","0.000131","0.218","0.24","145.059","204663"
"0uifruwwg0z7ktitul7e3t_0uifruwwg0z7ktitul7e3t_0uifruwwg0z7ktitul7e3t","yo le llego","j balvin","74","oasis",28,6,"2019","trap land","rap","trap","0.785","0.792","9","-4.695","0","0.0641","0.0104","0","0.104","0.528","155.036","249600"
"5j64qssq0vzuh0cii9o9nq_5j64qssq0vzuh0cii9o9nq_5j64qssq0vzuh0cii9o9nq","tu no amas","mambo kingz","73","tu no amas",19,6,"2019","trap land","rap","trap","0.803","0.589","11","-5.889","1","0.0954","0.442","1.15e-06","0.634","0.562","140.057","273321"
"4tynlube1vgcfj5nuc0mmf_4tynlube1vgcfj5nuc0mmf_4tynlube1vgcfj5nuc0mmf","me pagan","aleman","49","me pagan",19,11,"2019","trap land","rap","trap","0.874","0.274","5","-13.499","1","0.452","0.209","2.41e-06","0.0993","0.213","147.072","127561"
"6cozxyggnrd5bp2tgz0vsb_6cozxyggnrd5bp2tgz0vsb_6cozxyggnrd5bp2tgz0vsb","deja que fluya","lary over","64","deja que fluya",26,7,"2019","trap land","rap","trap","0.629","0.586","9","-4.219","0","0.242","0.585","0","0.065","0.361","171.649","193307"
"7aezlgffa1cysret0vadfy_7aezlgffa1cysret0vadfy_7aezlgffa1cysret0vadfy","adelanto","chris wandell","46","adelanto",1,11,"2019","trap land","rap","trap","0.83","0.633","1","-5.887","1","0.0404","0.469","0.000302","0.137","0.37","110.038","175170"
"3cg9a9gvyzat2cpevqwr65_3cg9a9gvyzat2cpevqwr65_3cg9a9gvyzat2cpevqwr65","cambio","ozuna","72","cambio",25,6,"2019","trap land","rap","trap","0.548","0.542","11","-6.839","0","0.139","0.274","0","0.0967","0.649","174.043","370492"
"0wdbx06mrykdtb4frordif_0wdbx06mrykdtb4frordif_0wdbx06mrykdtb4frordif","peleamos manana","jon z","57","peleamos manana",13,9,"2019","trap land","rap","trap","0.743","0.695","11","-5.793","1","0.101","0.38","0","0.105","0.446","133.95","240899"
"38klhbjtwjapxcyfhwrvti_38klhbjtwjapxcyfhwrvti_38klhbjtwjapxcyfhwrvti","kemba walker","eladio carrion","75","kemba walker",6,8,"2019","trap land","rap","trap","0.832","0.59","8","-7.168","0","0.272","0.446","1.43e-06","0.123","0.596","146.939","152960"
"2gpkfk5j1xvddqhihix4li_2gpkfk5j1xvddqhihix4li_2gpkfk5j1xvddqhihix4li","otro round","brytiago","57","otro round",30,8,"2019","trap land","rap","trap","0.793","0.699","8","-3.788","1","0.0492","0.482","5.28e-05","0.539","0.855","148.03","270907"
"2cz3ydcboepfcjcydpyzcc_2cz3ydcboepfcjcydpyzcc_2cz3ydcboepfcjcydpyzcc","hennessy","neutro shorty","61","apokalypsis",26,7,"2019","trap land","rap","trap","0.715","0.512","1","-7.728","1","0.183","0.398","0","0.0823","0.384","136.029","229376"
"53rkn7z3bkordsixdvqxnt_53rkn7z3bkordsixdvqxnt_53rkn7z3bkordsixdvqxnt","solo pienso en ti (feat. de la ghetto & justin quiles)","paulo londra","68","solo pienso en ti (feat. de la ghetto & justin quiles)",14,5,"2019","trap land","rap","trap","0.86","0.697","1","-4.727","1","0.0718","0.102","0","0.159","0.586","129.978","268794"
"7alosnr36sj8cyoep4ailq_7alosnr36sj8cyoep4ailq_7alosnr36sj8cyoep4ailq","odio","j balvin","72","oasis",28,6,"2019","trap land","rap","trap","0.74","0.698","6","-3.838","0","0.0388","0.215","0","0.116","0.529","139.99","270400"
"0l3spi1ehvv7iymrseogjz_0l3spi1ehvv7iymrseogjz_0l3spi1ehvv7iymrseogjz","camara roll","leebrian","48","camara roll",22,1,"2019","trap land","rap","trap","0.845","0.636","0","-6.772","0","0.0523","0.391","0","0.123","0.862","125.962","233584"
"46f5o39idmdruwras7kr6b_46f5o39idmdruwras7kr6b_46f5o39idmdruwras7kr6b","ven y hazlo tu","nicky jam","43","ven y hazlo tu",16,5,"2019","trap land","rap","trap","0.763","0.695","11","-5.653","0","0.229","0.363","0","0.341","0.373","128.052","262500"
"4mjfryk0flap5v6no1aujw_4mjfryk0flap5v6no1aujw_4mjfryk0flap5v6no1aujw","los que son","jamby el favo","49","los que son",16,8,"2019","trap land","rap","trap","0.584","0.485","1","-9.608","1","0.253","0.524","7.36591171086766","0.135","0.405","138.767","166080"
"0bcpjsvgdxpywqmdzmi4nw_0bcpjsvgdxpywqmdzmi4nw_0bcpjsvgdxpywqmdzmi4nw","estamos arriba","bad bunny","72","estamos arriba",14,6,"2019","trap land","rap","trap","0.853","0.818","11","-3.6","1","0.0922","0.186","0.000255","0.18","0.546","149.839","225694"
"73al6axo6ji5bbqzi68g2a_73al6axo6ji5bbqzi68g2a_73al6axo6ji5bbqzi68g2a","perdoname","mora","63","perdoname",5,7,"2019","trap land","rap","trap","0.888","0.613","8","-4.969","0","0.187","0.333","1.07e-06","0.158","0.57","127.062","178583"
"20pjklniu3j1crvhbr1kq8_20pjklniu3j1crvhbr1kq8_20pjklniu3j1crvhbr1kq8","la ocasion","dj luian","66","la ocasion",16,3,"2018","trap land","rap","trap","0.739","0.627","9","-6.063","0","0.128","0.293","0","0.477","0.251","134.045","336149"
"0haxyvu6nro3equjeqdfq2_0haxyvu6nro3equjeqdfq2_0haxyvu6nro3equjeqdfq2","encima de mi","rauw alejandro","63","trap cake, vol. 1",31,5,"2019","trap land","rap","trap","0.748","0.619","9","-5.235","0","0.0601","0.493","0","0.499","0.402","130.055","224308"
"7rwx0o3rlxqqijqm8evm5e_7rwx0o3rlxqqijqm8evm5e_7rwx0o3rlxqqijqm8evm5e","solita","ozuna","75","solita",19,1,"2018","trap land","rap","trap","0.807","0.633","10","-6.016","0","0.0929","0.0564","0","0.107","0.325","138.038","311726"
"1ngpsjbbphcfg9j88eb3tk_1ngpsjbbphcfg9j88eb3tk_1ngpsjbbphcfg9j88eb3tk","el dia que muera","nejo","51","el dia que muera",21,6,"2019","trap land","rap","trap","0.835","0.572","9","-5.86","1","0.244","0.149","0.00617","0.156","0.459","145.914","257556"
"2crbimk0w14l71spdkqkzm_2crbimk0w14l71spdkqkzm_2crbimk0w14l71spdkqkzm","loca remix","khea","15","loca remix",15,3,"2018","trap land","rap","trap","0.795","0.751","8","-3.661","1","0.0675","0.337","0","0.0983","0.537","113.033","346460"
"3jubszaagpzq2nw12j6bvr_3jubszaagpzq2nw12j6bvr_3jubszaagpzq2nw12j6bvr","vuelva a ver - remix","dalex","3","vuelva a ver (remix)",28,3,"2019","trap land","rap","trap","0.704","0.592","9","-5.368","1","0.194","0.644","7.46689052663278","0.802","0.386","159.872","267110"
"78i2qpc8prezftyzrbjkom_78i2qpc8prezftyzrbjkom_78i2qpc8prezftyzrbjkom","mi llamada (remix)","lyanno","63","mi llamada (remix)",24,5,"2019","trap land","rap","trap","0.745","0.711","6","-5.494","0","0.0851","0.195","0","0.197","0.71","137.002","414320"
"4s8wmezy12c5ujuu0iquee_4s8wmezy12c5ujuu0iquee_4s8wmezy12c5ujuu0iquee","dios bendiga (remix)","amenazzy","62","dios bendiga (remix)",10,5,"2019","trap land","rap","trap","0.76","0.838","6","-4.347","0","0.051","0.39","0","0.166","0.863","159.938","241504"
"4wzsycqzkpks48h9aaagux_4wzsycqzkpks48h9aaagux_4wzsycqzkpks48h9aaagux","bipolar","chris jeday","67","bipolar",7,3,"2018","trap land","rap","trap","0.8","0.693","1","-5.72","1","0.0499","0.324","0","0.123","0.424","152.081","219880"
"4n050go5qafy6wp3adcndr_4n050go5qafy6wp3adcndr_4n050go5qafy6wp3adcndr","lhna (with anuel aa)","robgz","68","lhna (with anuel aa)",21,6,"2019","trap land","rap","trap","0.86","0.731","9","-6.541","0","0.279","0.481","0","0.113","0.382","137.001","2e+05"
"7bf6s1w1w9filnjqknyasl_7bf6s1w1w9filnjqknyasl_7bf6s1w1w9filnjqknyasl","wschod (lubie zapierdalac)","bedoes","67","opowiesci z doliny smokow",29,11,"2019","trap strefa","rap","trap","0.612","0.683","10","-8.512","0","0.208","0.259","1.03e-05","0.626","0.434","143.094","248987"
"1v1rxgg6cjjkm2s08hky9t_1v1rxgg6cjjkm2s08hky9t_1v1rxgg6cjjkm2s08hky9t","flaga","chillwagon","60","chillwagon",6,12,"2019","trap strefa","rap","trap","0.743","0.66","7","-8.344","1","0.283","0.158","0","0.107","0.704","149.945","186839"
"1mmce8c6invlu6fzjl2tii_1mmce8c6invlu6fzjl2tii_1mmce8c6invlu6fzjl2tii","ptak","deemz","61","ptak",16,12,"2019","trap strefa","rap","trap","0.784","0.755","6","-6.581","0","0.134","0.528","6.20091252159327","0.276","0.645","145.066","147251"
"248wm0qjjthcawccxoxfdf_248wm0qjjthcawccxoxfdf_248wm0qjjthcawccxoxfdf","nicki","trill pem","66","nicki",8,8,"2019","trap strefa","rap","trap","0.789","0.525","0","-4.323","1","0.123","0.126","0","0.0958","0.073","137.006","234764"
"59uspfpjewsuddwtjo9jd6_59uspfpjewsuddwtjo9jd6_59uspfpjewsuddwtjo9jd6","brzydkie rzeczy","bedoes","64","brzydkie rzeczy",17,11,"2019","trap strefa","rap","trap","0.715","0.592","10","-8.399","0","0.356","0.366","0","0.153","0.646","155.986","179003"
"6gj9pmazlwq99z4dxmt8kn_6gj9pmazlwq99z4dxmt8kn_6gj9pmazlwq99z4dxmt8kn","floyd mayweather","zabson","63","floyd mayweather",30,9,"2019","trap strefa","rap","trap","0.709","0.74","11","-4.64","1","0.34","0.45","0","0.268","0.388","174.11","202961"
"0sxotohh2l1fmvbr2ikmq9_0sxotohh2l1fmvbr2ikmq9_0sxotohh2l1fmvbr2ikmq9","mitoman","malik montana","59","mitoman",9,12,"2019","trap strefa","rap","trap","0.616","0.635","8","-8.673","0","0.166","0.188","0.0108","0.282","0.462","149.975","135200"
"48pg7tnmmoecytkxpp3ti0_48pg7tnmmoecytkxpp3ti0_48pg7tnmmoecytkxpp3ti0","plik","dziarma","56","plik",12,12,"2019","trap strefa","rap","trap","0.797","0.455","8","-9.613","1","0.226","0.193","0.000224","0.105","0.293","120.054","233867"
"7du3yujocmisibvbyjkvya_7du3yujocmisibvbyjkvya_7du3yujocmisibvbyjkvya","faza","mr. polska","53","faza",13,12,"2019","trap strefa","rap","trap","0.935","0.649","1","-7.696","1","0.204","0.315","0","0.324","0.712","128.04","142500"
"20ajktqpc3sq1u0pqubtmo_20ajktqpc3sq1u0pqubtmo_20ajktqpc3sq1u0pqubtmo","mr.drip","zabson","56","internaziomal",31,10,"2019","trap strefa","rap","trap","0.85","0.492","1","-6.767","1","0.163","0.0394","0","0.149","0.233","79.942","204000"
"6zvxz9dfd70tz8zakhutoe_6zvxz9dfd70tz8zakhutoe_6zvxz9dfd70tz8zakhutoe","trzy butelki","white 2115","58","trzy butelki",15,10,"2019","trap strefa","rap","trap","0.653","0.595","7","-8.309","0","0.31","0.228","0.0541","0.432","0.55","174.886","156867"
"3ftyo5tqn1c3ssgvkaheda_3ftyo5tqn1c3ssgvkaheda_3ftyo5tqn1c3ssgvkaheda","torba","young multi","49","torba",1,12,"2019","trap strefa","rap","trap","0.853","0.721","9","-5.954","0","0.266","0.0718","0","0.633","0.7","131.121","194333"
"4xcw2itz9dtda8iuv3aguq_4xcw2itz9dtda8iuv3aguq_4xcw2itz9dtda8iuv3aguq","teczowy music box","chillwagon","59","teczowy music box",15,11,"2019","trap strefa","rap","trap","0.676","0.722","10","-7.643","0","0.305","0.307","0","0.379","0.839","146.957","172008"
"7qfq3hgxf4e2zhzmofchbg_7qfq3hgxf4e2zhzmofchbg_7qfq3hgxf4e2zhzmofchbg","inny gatunek","young igi","55","inny gatunek",23,10,"2019","trap strefa","rap","trap","0.842","0.574","4","-7.231","0","0.112","0.0744","0","0.0817","0.44","139.942","196613"
"206jqristbk1vn8ge4k95s_206jqristbk1vn8ge4k95s_206jqristbk1vn8ge4k95s","mona lisa (prod.dio mudara)","malik montana","57","mona lisa (prod.dio mudara)",11,9,"2019","trap strefa","rap","trap","0.798","0.591","8","-9.786","1","0.135","0.319","5.99e-06","0.078","0.561","99.954","168000"
"6xoya0bbsni6pwbef1eyqg_6xoya0bbsni6pwbef1eyqg_6xoya0bbsni6pwbef1eyqg","styl","be vis","53","styl",10,11,"2019","trap strefa","rap","trap","0.828","0.559","10","-10.585","0","0.241","0.588","0","0.126","0.495","116.678","169771"
"5t3imvumq34oy8dwbzpvjy_5t3imvumq34oy8dwbzpvjy_5t3imvumq34oy8dwbzpvjy","jolka","chillwagon","46","jolka",17,9,"2019","trap strefa","rap","trap","0.784","0.785","0","-5.497","1","0.0478","0.131","0","0.153","0.354","149.935","147208"
"6q55uupnzoep73rszsjqmx_6q55uupnzoep73rszsjqmx_6q55uupnzoep73rszsjqmx","gwiazda","mr. polska","55","gwiazda",4,10,"2019","trap strefa","rap","trap","0.933","0.595","0","-7.618","1","0.0962","0.188","0.000107","0.219","0.573","125.009","180480"
"6kvump4u1wdfpmgxi1429f_6kvump4u1wdfpmgxi1429f_6kvump4u1wdfpmgxi1429f","skiety & klapki - remix","kabe","62","skiety & klapki",10,9,"2019","trap strefa","rap","trap","0.972","0.57","3","-9.144","0","0.372","0.143","0","0.0952","0.91","121.922","185518"
"2lst534q45ncwgyd2sh2kk_2lst534q45ncwgyd2sh2kk_2lst534q45ncwgyd2sh2kk","ysl","be vis","50","ysl",4,12,"2019","trap strefa","rap","trap","0.759","0.716","5","-5.097","0","0.0855","0.575","0","0.0968","0.569","120.047","258000"
"7ilnaxjtxnjaksrhmhvthz_7ilnaxjtxnjaksrhmhvthz_7ilnaxjtxnjaksrhmhvthz","mata montana","mata","64","mata montana",4,10,"2019","trap strefa","rap","trap","0.731","0.413","1","-15.149","0","0.482","0.346","1.44e-05","0.0666","0.734","156.11","201550"
"0yuyfnff1d0g7yh9lhohew_0yuyfnff1d0g7yh9lhohew_0yuyfnff1d0g7yh9lhohew","idealne polaczenie","young igi","56","idealne polaczenie",2,10,"2019","trap strefa","rap","trap","0.791","0.531","1","-8.105","1","0.333","0.351","0","0.0898","0.237","94.415","166484"
